-0.7243,-0.6809,-0.6178,-0.5271,-0.8011,-0.7956,-1.0968,1
-0.2535,-0.2904,0.4656,-0.1976,-0.0996,-0.6293,-0.7530,1
-0.4803,-0.4129,-0.4485,-0.2540,-0.5126,-0.1125,-0.6329,1
-0.5800,-0.5661,-0.2031,-0.3939,-0.7508,-1.8922,-0.7163,1
0.2208,0.2915,0.0593,0.2900,0.2976,-0.1917,-0.3664,1
-0.2603,-0.1143,-0.7659,0.1997,-0.1922,0.1462,-0.2219,1
-0.3119,-0.2981,0.0762,-0.0983,-0.2875,-1.0483,-0.8059,1
0.0696,0.0924,0.2921,0.1884,0.1837,-1.0450,-0.0978,1
0.4373,0.3375,1.2273,0.1816,0.5994,-0.9512,0.0711,1
0.4648,0.5442,0.1016,0.4457,0.5438,-0.5834,0.2420,1
0.7673,0.6284,1.5617,0.4592,1.1236,-0.4950,0.1545,1
-0.0163,-0.0301,0.4783,0.0620,0.0778,-0.3912,-0.2016,1
-0.1950,-0.2981,0.9904,-0.5226,0.1043,1.9852,-0.8283,1
-0.4494,-0.5431,0.6814,-0.6332,-0.2716,-0.7404,-0.4681,1
-0.4631,-0.5431,0.6010,-0.6264,-0.2664,-0.9652,-0.4722,1
-0.5800,-0.7728,1.2654,-1.1071,-0.1525,-0.8242,-1.2718,1
0.2242,0.2303,0.4656,0.5608,0.3638,0.6723,0.2440,1
0.0902,-0.0148,1.1681,-0.1118,0.5385,-0.3806,-0.4640,1
-0.3600,-0.3976,0.3555,-0.5700,-0.2743,-1.4234,-0.9096,1
0.1761,0.1537,0.6391,0.1636,0.3558,-1.5518,-0.5617,1
0.0490,0.0005,0.7322,-0.1321,0.3135,-0.4936,-0.4742,1
-0.0198,-0.0301,0.4613,-0.1885,0.0858,-0.6626,-0.6044,1
0.0043,0.0848,-0.1438,0.1116,-0.0016,-1.0450,-0.1161,1
-0.1435,-0.1220,0.1736,-0.0983,0.0355,0.1828,-0.5373,1
0.3205,0.2685,0.9015,0.1026,0.4644,1.2589,-0.5536,1
-0.1229,0.0388,-0.7278,0.1952,-0.3855,0.2765,-0.0246,1
-0.1779,-0.2139,0.5121,-0.2811,-0.1578,-0.2475,-0.3745,1
-0.1126,0.0312,-0.6474,0.2538,-0.3855,-1.4760,0.1606,1
0.0627,0.1613,-0.2200,0.1658,-0.1234,-1.1753,0.0629,1
-0.1332,-0.1603,0.4571,-0.5429,0.3135,-0.5974,-0.7408,1
0.0249,-0.0990,1.2527,-0.5519,0.4061,-1.7014,-0.6512,1
0.1830,0.1613,0.6222,0.0755,0.4246,-1.1315,-0.3786,1
-0.9408,-0.8341,-1.3457,-1.0597,-0.5999,-1.4620,-1.8090,1
-1.1780,-1.3012,-0.1142,-1.4006,-1.0818,-0.6652,-1.6299,1
-1.2433,-1.4773,0.5502,-1.6398,-1.0050,-0.9519,-1.4346,1
-0.8549,-1.0485,0.9015,-1.2471,-0.5735,-0.3194,-1.6340,1
-0.5593,-0.5508,-0.1269,-0.5271,-0.4993,0.3038,-0.6512,1
-0.7106,-0.7575,0.0255,-0.8273,-0.6158,-1.6788,-1.2738,1
-0.6762,-0.8111,0.7153,-1.1049,-0.3696,-0.8967,-1.6299,1
-0.1744,-0.1449,0.0678,0.0033,-0.1816,-1.5877,-0.5251,1
-0.2878,-0.2062,-0.3597,-0.0441,-0.2664,-0.9865,-0.5617,1
-0.1641,-0.1296,0.0678,-0.1344,-0.2796,-1.4873,-0.2199,1
-0.7277,-0.6197,-1.0664,-0.4887,-0.9971,-0.1112,-0.6940,1
0.9563,1.0879,-0.1565,1.2695,0.8006,0.2499,1.3265,2
0.6848,0.8505,-0.3681,0.8339,0.5967,0.6483,0.9541,2
0.8291,0.8964,0.2244,0.7888,0.8880,0.5579,0.7791,2
1.4649,1.3023,1.5701,1.1860,1.7775,-0.5083,1.3651,2
0.6779,0.7280,0.3217,0.8768,0.6020,0.2021,0.8809,2
0.6607,0.8122,-0.3046,0.6736,0.4749,0.8113,0.7873,2
0.8497,1.0343,-0.4697,0.9829,0.3823,0.0823,1.0457,2
2.0148,2.0450,0.2244,2.1452,1.4704,0.4993,2.1220,2
1.4065,1.4784,0.1693,1.8428,1.0071,0.9070,1.9409,2
0.7810,0.7586,0.7703,0.4999,0.8138,-0.5601,0.6876,2
0.5782,0.5978,0.4783,0.5563,0.5517,1.2183,0.9602,2
1.3309,1.2487,1.1300,0.8519,1.5843,1.0800,0.9582,2
1.8395,1.7847,0.7788,1.4817,1.6028,0.9795,1.5849,2
1.6230,1.6698,0.2921,1.7051,1.3592,-1.4820,1.7598,2
1.6024,1.6468,0.2963,1.6645,1.4360,-0.4910,1.5808,2
1.1762,1.1721,0.6772,1.2289,1.0389,-0.8362,1.6052,2
1.3859,1.3023,1.0962,1.0280,1.3380,-1.3642,1.4262,2
1.4202,1.6086,-0.5078,2.0775,1.0892,-0.0061,2.2176,2
2.1763,2.0297,1.1808,2.1317,2.0502,1.3833,1.6744,2
2.0732,1.9072,1.3585,1.8541,2.0476,0.8751,1.8575,2
1.8052,1.8612,0.1524,2.1497,1.3936,-1.1607,2.1179,2
1.3446,1.2563,1.1596,1.2266,1.4228,-0.3859,1.3122,2
1.3618,1.3252,0.8295,1.4523,1.1501,-0.3081,1.3122,2
1.2862,1.1415,1.5067,0.9219,1.5922,1.5302,0.9541,2
1.2072,1.5014,-1.0918,2.3416,0.5994,0.8199,2.1159,2
0.6951,0.8352,-0.2623,1.1521,0.5411,-0.0028,1.1372,2
1.5337,1.5550,0.4444,1.6080,1.4598,-0.1484,1.6886,2
1.4202,1.5396,-0.0973,1.8518,0.7768,-1.0350,2.1261,2
1.1419,1.3023,-0.3089,1.4501,0.6709,-0.5635,1.7598,2
1.3309,1.3635,0.4233,1.3327,1.1262,-1.0057,1.4017,2
0.5370,0.5289,0.6603,0.2019,0.7053,0.3437,0.4271,2
1.0800,0.9960,1.1935,0.5901,1.1527,-1.0856,0.8727,2
1.5852,1.4860,1.1639,1.0934,1.6769,0.4042,1.2227,2
1.4890,1.5856,0.0297,1.6712,1.1183,-0.2283,1.6703,2
1.4099,1.4248,0.5037,1.3981,1.3142,-0.2209,1.5055,2
1.3687,1.3252,0.8761,0.9219,1.3963,-0.7630,0.9582,2
1.3756,1.2334,1.4643,1.1815,1.4492,-0.5701,1.6113,2
0.9563,0.9960,0.3809,0.9129,0.8324,0.0311,1.0599,2
1.7502,1.8076,0.1778,2.3619,1.3354,-0.2981,2.3234,2
1.2725,1.2716,0.6560,1.1837,1.0998,-1.3050,0.9887,2
1.2381,1.1951,0.8930,1.0799,1.3513,-0.9745,0.7852,2
1.5577,1.6545,0.0255,1.5223,1.4095,-0.0148,1.1332,2
1.4718,1.3406,1.3755,1.2514,1.7034,-1.0583,1.0497,2
1.4752,1.5703,0.0508,1.4230,1.2666,1.9832,1.3122,2
2.1042,2.0603,0.6306,2.1091,1.9390,0.6497,1.8473,2
1.4477,1.4478,0.6095,1.7773,1.2189,-0.9658,1.5360,2
1.4134,1.2563,1.5532,0.9535,1.6902,0.4215,0.6957,2
1.4787,1.4478,0.7618,1.3914,1.4731,-0.4098,1.5808,2
1.3893,1.2793,1.2612,1.3507,1.3513,-0.0407,1.1352,2
1.7811,1.7923,0.4275,1.9511,1.5843,-0.4238,1.8555,2
1.8533,1.8000,0.7914,1.5494,1.8622,1.4637,1.5869,2
1.1316,1.1951,0.2624,0.9716,0.8059,-0.0540,1.2268,2
0.4545,0.6284,-0.5162,0.3012,0.3399,0.3896,0.6001,2
1.2312,1.0802,1.5532,0.7933,1.3566,-0.4763,1.0111,2
0.3926,0.2532,1.4982,-0.5993,0.8562,-0.2422,-0.5373,2
1.3412,1.2410,1.2231,1.0889,1.6160,0.3244,1.1881,2
1.3068,1.4171,-0.0507,1.4817,0.8880,0.4594,1.4119,2
1.0766,0.9883,1.1977,0.7910,1.1342,-0.9599,1.0396,2
1.8258,1.8919,0.1059,1.9963,1.3619,-1.1906,1.5808,2
0.9288,0.8428,1.1893,0.3667,1.1421,1.1079,0.5146,2
1.1865,1.0190,1.6844,0.7910,1.3142,-0.5741,1.1271,2
1.4065,1.3482,0.9819,1.1634,1.4995,-0.5269,1.1006,2
0.1830,0.2609,-0.0169,0.5766,0.0249,0.5067,0.7873,2
0.4511,0.5902,-0.2793,0.4886,0.3611,0.3763,0.7873,2
0.2449,0.2532,0.4783,0.3328,0.3955,0.8459,0.8931,2
0.1830,0.0771,1.1850,-0.3420,0.5464,-0.0666,0.0629,2
0.8635,0.9194,0.3175,1.1657,0.8350,-0.1159,1.1454,2
0.2483,0.4523,-0.7744,0.6578,-0.0731,-0.7051,0.9582,2
0.2586,0.4217,-0.5501,0.4592,0.0725,-0.6486,0.6998,2
0.4751,0.4753,0.5925,0.5495,0.5650,0.0458,1.0457,2
-0.6109,-0.4895,-0.9733,-0.3533,-0.7005,1.0667,-0.0266,3
-0.5250,-0.4742,-0.4104,-0.1976,-0.4914,2.2179,0.0650,3
-0.5181,-0.4665,-0.3808,-0.5406,-0.4887,1.5262,-0.2056,3
-0.9030,-0.9489,-0.2454,-0.9130,-0.7720,1.1764,-0.3806,3
-1.0405,-0.8877,-1.8451,-0.7099,-1.2750,0.5127,-0.4681,3
-1.2501,-1.0944,-2.2979,-0.7889,-1.5133,1.6420,-0.2708,3
-1.1745,-1.0944,-1.5869,-1.0214,-1.4286,-0.9838,-0.5617,3
-0.8102,-0.8417,-0.2200,-0.8160,-0.7720,0.4794,-0.8262,3
-0.7381,-0.6503,-0.9268,-0.5474,-0.9203,-0.2928,-0.1873,3
-1.3945,-1.2476,-2.5518,-0.7031,-1.6166,1.1718,-0.4356,3
-1.0371,-1.0179,-0.9056,-0.8250,-1.1083,0.9942,-0.2056,3
-0.9752,-0.7958,-1.9509,-0.5045,-1.2777,2.1893,-0.2809,3
-0.8893,-0.7345,-1.5954,-0.4977,-1.1268,0.7022,-0.0978,3
-1.2604,-1.1633,-1.8790,-0.9221,-1.4974,-0.2449,-0.8283,3
-1.1986,-1.1557,-1.3880,-1.0236,-1.3333,0.2313,-0.2952,3
-1.2570,-1.1557,-1.9340,-0.8544,-1.5451,1.4052,-0.3847,3
-1.2055,-1.2935,-0.4824,-1.2990,-1.0844,-0.2349,-0.8242,3
-0.9340,-0.6350,-2.6619,-0.5293,-1.3598,0.7481,-0.3827,3
-1.0646,-0.7958,-2.6576,-0.4165,-1.5372,0.4508,-0.1995,3
-1.1539,-1.0255,-1.8916,-0.7325,-1.4921,1.1225,-0.1995,3
-0.7930,-0.6809,-1.2061,-0.4007,-1.0050,-0.4112,0.1687,3
-0.9718,-0.9413,-0.8760,-0.6287,-1.1877,0.3796,-0.2036,3
-0.9614,-0.8800,-1.2442,-0.8160,-1.0897,0.8565,-0.7367,3
-0.7896,-0.7575,-0.6432,-0.6670,-0.7694,0.4781,-0.4722,3
-1.2742,-1.3548,-0.6432,-1.3938,-1.2300,1.7876,-0.7306,3
-0.9443,-1.0791,0.3513,-1.1816,-0.8409,-0.9971,-0.7163,3
-0.8274,-0.7422,-1.0495,-0.6986,-0.9573,0.8139,-0.2809,3
-0.9271,-0.8494,-1.1299,-0.4774,-1.1162,-0.0414,-0.1426,3
-1.2020,-1.1021,-1.7732,-1.0214,-1.5636,0.4235,-0.5617,3
-1.2398,-1.1940,-1.4854,-1.2155,-1.4392,-0.1192,-0.6512,3
-1.3154,-1.1940,-2.2048,-0.6851,-1.4763,2.0184,-0.4986,3
-1.1333,-1.1174,-1.0791,-1.0417,-1.0950,2.0051,-0.9198,3
-1.2295,-1.2169,-1.2315,-1.2200,-1.3121,0.4049,-0.8303,3
-1.1848,-1.1327,-1.4177,-1.1117,-1.3121,1.2556,-0.6492,3
-1.3807,-1.2246,-2.5857,-0.7912,-1.6351,0.9855,-0.4539,3
-1.3910,-1.5232,-0.5078,-1.4615,-1.1586,0.7135,-0.7021,3
-1.2330,-1.1863,-1.5023,-0.9988,-1.4524,1.0873,-0.6431,3
-1.4117,-1.4007,-1.6123,-1.0913,-1.6325,0.6663,-0.9056,3
-1.1573,-1.1557,-1.0029,-1.0123,-1.3254,1.4471,-0.8262,3
-0.9065,-0.8341,-1.0876,-0.6129,-0.9679,-1.3563,-0.4681,3
-1.1814,-1.2323,-0.6347,-1.2155,-1.2803,0.8359,-1.1864,3
-0.8205,-0.8800,-0.0169,-0.8860,-0.6396,0.8558,-0.5312,3
-0.9133,-0.9183,-0.5543,-0.8769,-0.9256,0.7694,-0.5088,3
-1.0989,-1.1404,-0.5713,-1.1749,-1.0818,1.0035,-0.5556,3
-0.6728,-0.6044,-0.7151,-0.3014,-0.6158,1.6526,-0.1873,3
-1.1298,-0.9566,-2.1667,-0.5993,-1.5239,0.2406,-0.4600,3
-1.0439,-0.8494,-2.1667,-0.4865,-1.4365,0.7966,-0.1141,3
-1.3532,-1.3471,-1.4304,-1.2200,-1.5451,0.3184,-0.9198,3
-1.2433,-1.3318,-0.4909,-1.2177,-1.1586,2.5432,-0.9178,3
-1.4632,-1.6458,-0.2623,-1.6466,-1.2486,0.8479,-1.2494,3
-1.3464,-1.3471,-1.3542,-1.3148,-1.4339,1.1292,-0.7387,3
-1.2295,-1.3012,-0.6220,-1.2132,-1.2036,0.1894,-0.8283,3
-1.0233,-1.1787,0.3598,-1.1207,-0.8091,-0.0686,-0.5617,3
-1.3842,-1.3242,-1.9213,-1.0123,-1.6642,0.7667,-0.6492,3
-0.9408,-0.9872,-0.3004,-0.8860,-0.7508,0.2872,-0.8059,3
-0.7037,-0.8341,0.6349,-1.0575,-0.3511,0.7800,-1.0053,3
-0.7071,-0.7881,0.3217,-0.9130,-0.5417,1.1857,-0.9157,3
-0.5078,-0.5967,0.5883,-0.6964,-0.3458,0.6450,-0.6451,3
-0.7656,-0.6809,-0.9691,-0.4932,-0.9203,-0.2622,-0.3603,3
-0.7174,-0.9030,1.0750,-1.2538,-0.2743,-0.5801,-1.1762,3
-0.8480,-0.8571,-0.4274,-0.9243,-0.7138,1.1784,-0.7387,3
-0.7484,-0.9489,1.1300,-1.4547,-0.3272,-0.9313,-1.3491,3
-1.2604,-1.4084,-0.1269,-1.3983,-1.1877,0.2333,-1.1803,3
-0.7381,-0.8800,0.6941,-1.0056,-0.4437,3.1630,-0.8303,3
-0.8515,-0.8341,-0.6051,-0.9582,-0.7906,0.1455,-0.8283,3
-0.9133,-1.0408,0.3090,-1.1094,-0.7350,-0.0460,-1.0948,3
-1.2433,-1.2859,-0.8421,-1.1026,-1.2274,0.4155,-0.8242,3
-0.5662,-0.6886,0.7322,-0.8860,-0.0704,3.0693,-0.7163,3
-1.0336,-1.0332,-0.7998,-1.0236,-1.1188,-0.0680,-0.7408,3
-0.8755,-0.9336,-0.1100,-0.8702,-0.7535,1.2881,-0.7021,3
